コード	企業名	競合リスト
5892	yutori	"[{""code"": ""3185"", ""name"": ""夢展望""}, {""code"": ""3558"", ""name"": ""ジェイドG""}, {""code"": ""8127"", ""name"": ""ヤマトイン""}]"
5870	ナルネットコミュニケーションズ	"[{""code"": ""7199"", ""name"": ""プレミアG""}, {""code"": ""9619"", ""name"": ""イチネンH""}]"
5869	早稲田学習研究会	"[{""code"": ""4720"", ""name"": ""城南進学研""}, {""code"": ""9769"", ""name"": ""学究社""}, {""code"": ""9795"", ""name"": ""ステップ""}]"
5621	ヒューマンテクノロジーズ	"[{""code"": ""4013"", ""name"": ""勤次郎""}, {""code"": ""4397"", ""name"": ""チームスピ""}, {""code"": ""6436"", ""name"": ""アマノ""}]"
5619	マーソ	"[{""code"": ""2477"", ""name"": ""手間いらず""}, {""code"": ""4483"", ""name"": ""JMDC""}, {""code"": ""6078"", ""name"": ""バリュHR""}]"
5618	ナイル	"[{""code"": ""4053"", ""name"": ""サンアスタ""}, {""code"": ""4499"", ""name"": ""Speee""}, {""code"": ""9211"", ""name"": ""エフコード""}]"
5868	ロココ	"[{""code"": ""3924"", ""name"": ""ランドC""}, {""code"": ""4491"", ""name"": ""コンピュM""}, {""code"": ""6193"", ""name"": ""バチャレク""}]"
5867	エスネットワークス	"[{""code"": ""4792"", ""name"": ""山田コンサ""}, {""code"": ""7038"", ""name"": ""フロンテM""}, {""code"": ""9644"", ""name"": ""タナベCG""}]"
5616	雨風太陽	"[{""code"": ""3182"", ""name"": ""オイラ大地""}, {""code"": ""7114"", ""name"": ""フディソン""}]"
5891	魁力屋	"[{""code"": ""3399"", ""name"": ""丸千代山岡""}, {""code"": ""7554"", ""name"": ""幸楽苑""}, {""code"": ""9279"", ""name"": ""ギフトHD""}]"
5599	S&J	"[{""code"": ""3692"", ""name"": ""FFRIS""}, {""code"": ""4417"", ""name"": ""Gセキュリ""}, {""code"": ""4493"", ""name"": ""Cクラウド""}]"
5597	ブルーイノベーション	"[{""code"": ""3694"", ""name"": ""オプティム""}, {""code"": ""5137"", ""name"": ""スマドラ""}, {""code"": ""6232"", ""name"": ""ACSL""}]"
5596	アウトルックコンサルティング	"[{""code"": ""3836"", ""name"": ""アバントG""}, {""code"": ""4071"", ""name"": ""Pアルファ""}, {""code"": ""4828"", ""name"": ""B-ENG""}]"
5595	QPS研究所	"[{""code"": ""186A"", ""name"": ""アストロS""}, {""code"": ""3741"", ""name"": ""セック""}, {""code"": ""9348"", ""name"": ""iスペース""}]"
4197	アスマーク	"[{""code"": ""3695"", ""name"": ""GMOリサ""}, {""code"": ""4196"", ""name"": ""ネオマーケ""}, {""code"": ""6555"", ""name"": ""MS&コン""}]"
9238	バリュークリエーション	"[{""code"": ""4499"", ""name"": ""Speee""}, {""code"": ""7036"", ""name"": ""eMネット""}, {""code"": ""7095"", ""name"": ""マクビーP""}]"
5889	Japan EyewearHoldings	"[{""code"": ""3046"", ""name"": ""ジンズHD""}, {""code"": ""7455"", ""name"": ""パリミキH""}, {""code"": ""9854"", ""name"": ""愛眼""}]"
5888	DAIWA CYCLE	"[{""code"": ""3333"", ""name"": ""あさひ""}, {""code"": ""7462"", ""name"": ""キャピタ""}, {""code"": ""9976"", ""name"": ""セキチュー""}]"
4811	ドリーム・アーツ	"[{""code"": ""3853"", ""name"": ""アステリア""}, {""code"": ""4069"", ""name"": ""ブルーミム""}, {""code"": ""5578"", ""name"": ""ARアドT""}]"
9237	笑美面	"[{""code"": ""2150"", ""name"": ""ケアネット""}, {""code"": ""2373"", ""name"": ""ケア21""}, {""code"": ""3939"", ""name"": ""カナミック""}]"
5845	全保連	"[{""code"": ""7187"", ""name"": ""Jリース""}, {""code"": ""7191"", ""name"": ""イントラス""}, {""code"": ""7196"", ""name"": ""Casa""}]"
6525	KOKUSAIELECTRIC	"[{""code"": ""6728"", ""name"": ""アルバック""}, {""code"": ""7735"", ""name"": ""スクリンH""}, {""code"": ""8035"", ""name"": ""東京エレク""}]"
9236	ジャパンM&Aソリューション	"[{""code"": ""6080"", ""name"": ""M&ACP""}, {""code"": ""9272"", ""name"": ""ブティクス""}, {""code"": ""9552"", ""name"": ""M&A総H""}]"
9235	売れるネット広告社	"[{""code"": ""3134"", ""name"": ""Hamee""}, {""code"": ""4496"", ""name"": ""コマース1""}, {""code"": ""7694"", ""name"": ""いつも""}]"
4896	ケイファーマ	"[{""code"": ""4592"", ""name"": ""サンバイオ""}, {""code"": ""4593"", ""name"": ""ヘリオス""}, {""code"": ""4894"", ""name"": ""クオリプス""}]"
9170	成友興業	"[{""code"": ""1712"", ""name"": ""ダイセキ環""}, {""code"": ""1776"", ""name"": ""三井住建道""}, {""code"": ""6564"", ""name"": ""ミダックH""}]"
9333	Earth TechnologyGroup	
9331	キャスター	"[{""code"": ""3900"", ""name"": ""クラウドW""}, {""code"": ""4484"", ""name"": ""ランサーズ""}]"
5592	くすりの窓口	"[{""code"": ""4350"", ""name"": ""メディシス""}, {""code"": ""6095"", ""name"": ""メドピア""}, {""code"": ""6523"", ""name"": ""PHCHD""}]"
6223	西部技研	"[{""code"": ""6005"", ""name"": ""三浦工業""}, {""code"": ""6367"", ""name"": ""ダイキン工""}, {""code"": ""6370"", ""name"": ""栗田工業""}]"
5843	ニッポンインシュア	"[{""code"": ""7183"", ""name"": ""あんしん保""}, {""code"": ""7187"", ""name"": ""Jリース""}, {""code"": ""7196"", ""name"": ""Casa""}]"
5591	AVILEN	"[{""code"": ""4259"", ""name"": ""エクサウィ""}, {""code"": ""4418"", ""name"": ""JDSC""}, {""code"": ""5574"", ""name"": ""ABEJA""}]"
2938	オカムラ食品工業	"[{""code"": ""9955"", ""name"": ""ヨンキュウ""}]"
5590	ネットスターズ	"[{""code"": ""2428"", ""name"": ""ウェルネト""}, {""code"": ""4051"", ""name"": ""GMOFG""}, {""code"": ""5258"", ""name"": ""TXNMN""}]"
5589	オートサーバー	"[{""code"": ""3964"", ""name"": ""オークネト""}, {""code"": ""4193"", ""name"": ""ファブHD""}]"
6228	ジェイ・イー・ティ	"[{""code"": ""6254"", ""name"": ""野村MS""}, {""code"": ""6266"", ""name"": ""タツモ""}, {""code"": ""6590"", ""name"": ""芝浦メカ""}]"
5588	ファーストアカウンティング	"[{""code"": ""2492"", ""name"": ""インフォM""}, {""code"": ""3923"", ""name"": ""ラクス""}, {""code"": ""4180"", ""name"": ""エイピアG""}]"
3958	笹徳印刷	"[{""code"": ""3944"", ""name"": ""古林紙工""}, {""code"": ""7883"", ""name"": ""サンメッセ""}, {""code"": ""7923"", ""name"": ""トーイン""}]"
9330	揚羽	"[{""code"": ""7351"", ""name"": ""グドパッチ""}]"
5842	インテグラル	"[{""code"": ""7347"", ""name"": ""マキュリア""}, {""code"": ""8518"", ""name"": ""日本アジア""}, {""code"": ""8595"", ""name"": ""ジャフコG""}]"
4895	ChordiaTherapeutics	
9168	ライズ・コンサルティング・グループ	"[{""code"": ""6532"", ""name"": ""ベイカレ""}, {""code"": ""7033"", ""name"": ""MSOL""}, {""code"": ""9246"", ""name"": ""プロジェH""}]"
5587	インバウンドプラットフォーム	"[{""code"": ""3934"", ""name"": ""ベネフィJ""}, {""code"": ""9416"", ""name"": ""ビジョン""}, {""code"": ""9450"", ""name"": ""ファイバG""}]"
6224	JRC	"[{""code"": ""3435"", ""name"": ""サンコテク""}, {""code"": ""6144"", ""name"": ""西部電機""}, {""code"": ""6292"", ""name"": ""カワタ""}]"
5586	Laboro.AI	"[{""code"": ""3993"", ""name"": ""PKSHA""}, {""code"": ""4011"", ""name"": ""ヘッドウォ""}, {""code"": ""4259"", ""name"": ""エクサウィ""}]"
9166	GENDA	"[{""code"": ""4343"", ""name"": ""イオンファ""}, {""code"": ""4680"", ""name"": ""ラウンド1""}]"
9165	クオルテック	"[{""code"": ""4240"", ""name"": ""クラスタT""}]"
2962	テクニスコ	"[{""code"": ""5344"", ""name"": ""マルワ""}, {""code"": ""5381"", ""name"": ""Mipox""}, {""code"": ""5858"", ""name"": ""STG""}]"
5585	エコナビスタ	"[{""code"": ""4263"", ""name"": ""サスメド""}, {""code"": ""5038"", ""name"": ""eWeLL""}, {""code"": ""7779"", ""name"": ""サイバダイ""}]"
5583	フラー	
9164	トライト	"[{""code"": ""2175"", ""name"": ""SMS""}, {""code"": ""4480"", ""name"": ""メドレー""}]"
5839	ホロスホールディングス	
9163	ナレルグループ	"[{""code"": ""2154"", ""name"": ""オプンUG""}, {""code"": ""6028"", ""name"": ""テクノプロ""}, {""code"": ""7059"", ""name"": ""コプロHD""}]"
5582	グリッド	"[{""code"": ""3905"", ""name"": ""データセク""}, {""code"": ""4011"", ""name"": ""ヘッドウォ""}, {""code"": ""5572"", ""name"": ""リッジアイ""}]"
9162	ブリーチ	"[{""code"": ""7095"", ""name"": ""マクビーP""}, {""code"": ""7373"", ""name"": ""アイドマH""}, {""code"": ""9553"", ""name"": ""マイクロA""}]"
7409	AeroEdge	"[{""code"": ""6111"", ""name"": ""旭精機工業""}, {""code"": ""7408"", ""name"": ""ジャムコ""}, {""code"": ""7841"", ""name"": ""遠藤製作所""}]"
5884	クラダシ	"[{""code"": ""3182"", ""name"": ""オイラ大地""}, {""code"": ""4479"", ""name"": ""マクアケ""}, {""code"": ""7114"", ""name"": ""フディソン""}]"
9160	ノバレーゼ	"[{""code"": ""2196"", ""name"": ""エスクリ""}, {""code"": ""2198"", ""name"": ""IKKHD""}, {""code"": ""4331"", ""name"": ""テイクギヴ""}]"
5885	ジーデップ・アドバンス	"[{""code"": ""3565"", ""name"": ""アセンテク""}, {""code"": ""3655"", ""name"": ""Bパッド""}, {""code"": ""6597"", ""name"": ""HPCシス""}]"
9159	W TOKYO	"[{""code"": ""2173"", ""name"": ""博展""}, {""code"": ""2180"", ""name"": ""サニサイG""}, {""code"": ""9565"", ""name"": ""GLOE""}]"
4893	ノイルイミューン・バイオテック	"[{""code"": ""2370"", ""name"": ""メディネト""}, {""code"": ""4563"", ""name"": ""アンジェス""}, {""code"": ""4576"", ""name"": ""DWセラ研""}]"
5580	プロディライト	"[{""code"": ""2335"", ""name"": ""キューブS""}, {""code"": ""3842"", ""name"": ""ネクストジ""}, {""code"": ""4415"", ""name"": ""ブロードE""}]"
4894	クオリプス	"[{""code"": ""4880"", ""name"": ""セルソース""}, {""code"": ""4978"", ""name"": ""リプロセル""}, {""code"": ""7776"", ""name"": ""セルシード""}]"
5533	エリッツホールディングス	"[{""code"": ""2993"", ""name"": ""長栄""}, {""code"": ""3275"", ""name"": ""ハウスコム""}, {""code"": ""8945"", ""name"": ""サンネクス""}]"
5579	GSI	"[{""code"": ""3804"", ""name"": ""システムD""}, {""code"": ""4413"", ""name"": ""ボードルア""}, {""code"": ""4414"", ""name"": ""フレクト""}]"
7075	QLSホールディングス	"[{""code"": ""2749"", ""name"": ""JPHLD""}, {""code"": ""6189"", ""name"": ""グロバルK""}, {""code"": ""7037"", ""name"": ""テノ.HD""}]"
9225	ブリッジコンサルティンググループ	"[{""code"": ""7049"", ""name"": ""識学""}, {""code"": ""7076"", ""name"": ""名南M&A""}]"
5578	ARアドバンストテクノロジ	"[{""code"": ""3844"", ""name"": ""コムチュア""}, {""code"": ""3915"", ""name"": ""テラスカイ""}, {""code"": ""4434"", ""name"": ""サーバワク""}]"
5532	リアルゲイト	"[{""code"": ""3484"", ""name"": ""イノベHD""}, {""code"": ""3496"", ""name"": ""アズーム""}, {""code"": ""8934"", ""name"": ""サンフロ不""}]"
5577	アイデミー	"[{""code"": ""4259"", ""name"": ""エクサウィ""}, {""code"": ""5574"", ""name"": ""ABEJA""}, {""code"": ""5591"", ""name"": ""アヴィレン""}]"
5576	オービーシステム	"[{""code"": ""3924"", ""name"": ""ランドC""}, {""code"": ""9742"", ""name"": ""アイネス""}, {""code"": ""9753"", ""name"": ""IXナレジ""}]"
9158	シーユーシー	"[{""code"": ""7061"", ""name"": ""日ホスピス""}, {""code"": ""7071"", ""name"": ""アンビスH""}, {""code"": ""9229"", ""name"": ""サンウェル""}]"
5575	Globee	"[{""code"": ""6096"", ""name"": ""レアジョブ""}, {""code"": ""7353"", ""name"": ""KIYOラ""}, {""code"": ""9560"", ""name"": ""プログリト""}]"
5574	ABEJA	"[{""code"": ""3655"", ""name"": ""Bパッド""}, {""code"": ""4056"", ""name"": ""ニューラル""}, {""code"": ""4259"", ""name"": ""エクサウィ""}]"
5572	Ridge-i	"[{""code"": ""4011"", ""name"": ""ヘッドウォ""}, {""code"": ""4259"", ""name"": ""エクサウィ""}, {""code"": ""5586"", ""name"": ""ラボロAI""}]"
9157	スタジアム	
7330	レオス・キャピタルワークス	
5838	楽天銀行	"[{""code"": ""7163"", ""name"": ""住SBI銀""}, {""code"": ""8304"", ""name"": ""あおぞら銀""}, {""code"": ""8570"", ""name"": ""イオンFS""}]"
4040	南海化学	"[{""code"": ""4041"", ""name"": ""日本曹達""}, {""code"": ""4045"", ""name"": ""東亜合成""}, {""code"": ""4046"", ""name"": ""大阪ソーダ""}]"
5571	エキサイトホールディングス	"[{""code"": ""3843"", ""name"": ""フリーB""}, {""code"": ""4176"", ""name"": ""ココナラ""}, {""code"": ""7047"", ""name"": ""ポート""}]"
5570	ジェノバ	"[{""code"": ""4667"", ""name"": ""アイサンテ""}, {""code"": ""5034"", ""name"": ""ウネリー""}, {""code"": ""6232"", ""name"": ""ACSL""}]"
5530	日本システムバンク	"[{""code"": ""2353"", ""name"": ""日駐車場開""}, {""code"": ""3286"", ""name"": ""トラストH""}, {""code"": ""4809"", ""name"": ""パラカ""}]"
9348	ispace	"[{""code"": ""3741"", ""name"": ""セック""}, {""code"": ""9232"", ""name"": ""パスコ""}, {""code"": ""9600"", ""name"": ""アイネット""}]"
5882	トライアルホールディングス	
9349	キタムラ・ホールディングス	
5258	トランザクション・メディア・ネットワークス	"[{""code"": ""2428"", ""name"": ""ウェルネト""}, {""code"": ""3623"", ""name"": ""ビリングS""}, {""code"": ""3769"", ""name"": ""GMOペイ""}]"
6225	エコム	"[{""code"": ""1964"", ""name"": ""中外炉工業""}, {""code"": ""5074"", ""name"": ""テスHLD""}, {""code"": ""6005"", ""name"": ""三浦工業""}]"
5256	Fusic	"[{""code"": ""4178"", ""name"": ""シェアイノ""}, {""code"": ""4434"", ""name"": ""サーバワク""}, {""code"": ""5129"", ""name"": ""FIXER""}]"
9346	ココルポート	"[{""code"": ""2471"", ""name"": ""エスプール""}, {""code"": ""6557"", ""name"": ""AIAIG""}, {""code"": ""7366"", ""name"": ""リタリコ""}]"
5257	ノバシステム	"[{""code"": ""2335"", ""name"": ""キューブS""}, {""code"": ""3924"", ""name"": ""ランドC""}, {""code"": ""4299"", ""name"": ""ハイマクス""}]"
9345	ビズメイツ	"[{""code"": ""6096"", ""name"": ""レアジョブ""}, {""code"": ""7043"", ""name"": ""アルー""}, {""code"": ""9560"", ""name"": ""プログリト""}]"
7163	住信SBIネット銀行	"[{""code"": ""5838"", ""name"": ""楽天銀行""}, {""code"": ""7164"", ""name"": ""全国保証""}, {""code"": ""8570"", ""name"": ""イオンFS""}]"
5027	AnyMind Group	"[{""code"": ""4165"", ""name"": ""プレイド""}, {""code"": ""4180"", ""name"": ""エイピアG""}, {""code"": ""4384"", ""name"": ""ラクスル""}]"
5255	モンスターラボホールディングス	"[{""code"": ""3697"", ""name"": ""SHIFT""}, {""code"": ""4053"", ""name"": ""サンアスタ""}]"
9344	アクシスコンサルティング	"[{""code"": ""2124"", ""name"": ""JACリク""}, {""code"": ""6563"", ""name"": ""みらいW""}, {""code"": ""9556"", ""name"": ""イントルプ""}]"
5254	Arent	"[{""code"": ""4053"", ""name"": ""サンアスタ""}, {""code"": ""4192"", ""name"": ""スパイダP""}, {""code"": ""4371"", ""name"": ""コアコンT""}]"
5253	カバー	"[{""code"": ""3990"", ""name"": ""UUUM""}, {""code"": ""5032"", ""name"": ""エニーカラ""}, {""code"": ""7860"", ""name"": ""Avex""}]"
9343	アイビス	"[{""code"": ""3663"", ""name"": ""セルシス""}, {""code"": ""4424"", ""name"": ""アメイジア""}, {""code"": ""7359"", ""name"": ""東京通信G""}]"
5252	日本ナレッジ	"[{""code"": ""3676"", ""name"": ""デジハーツ""}, {""code"": ""3697"", ""name"": ""SHIFT""}, {""code"": ""4442"", ""name"": ""バルテスH""}]"
7119	ハルメクホールディングス	"[{""code"": ""7085"", ""name"": ""カーブスH""}, {""code"": ""7110"", ""name"": ""クラシコム""}, {""code"": ""7453"", ""name"": ""良品計画""}]"
7120	SHINKO	"[{""code"": ""7505"", ""name"": ""扶桑電通""}, {""code"": ""9799"", ""name"": ""旭情報""}, {""code"": ""9889"", ""name"": ""JBCCH""}]"
5250	プライム・ストラテジー	"[{""code"": ""4444"", ""name"": ""インフォN""}, {""code"": ""6038"", ""name"": ""イード""}]"
5248	テクノロジーズ	"[{""code"": ""4174"", ""name"": ""アピリッツ""}, {""code"": ""4334"", ""name"": ""ユークス""}, {""code"": ""5035"", ""name"": ""ホウセイ""}]"
